at,strategy,pair,direction,entry,stop_loss,tp1,rr,gate,detail,cost_share_pct
2026-08-30T11:31:31+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T11:36:29+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T11:41:36+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T11:46:28+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T11:51:32+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T11:56:30+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:01:38+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:06:31+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:11:34+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:16:41+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:21:40+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:26:40+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:32:08+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T12:36:44+00:00,FIBO,LTCUSDT,LONG,48.735,48.073679999999996,49.9875,1.8939393939393805,предел издержек,вход слишком дорог: комиссии съедят 5.2% риска при пределе 5.0% — стоп стоит слишком тесно,5.153
2026-08-30T14:01:43+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:11:48+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:16:43+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:26:08+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:30:28+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:35:33+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:40:25+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:45:31+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:50:36+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T14:55:42+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:00:49+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:05:46+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:10:43+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:25:37+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:31:22+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:35:41+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
2026-08-30T15:40:39+00:00,FIBO,AAVEUSDT,LONG,125.33000000000001,123.66680000000001,128.48000000000002,1.8939393939393936,предел издержек,вход слишком дорог: комиссии съедят 5.3% риска при пределе 5.0% — стоп стоит слишком тесно,5.261
